0;-0,13
0,008;-0,13
0,016;-0,13
0,024;-0,13
0,032;-0,13
0,04;-0,13
0,048;-0,13
0,056;-0,13
0,064;-0,13
0,072;-0,13
0,08;-0,13
0,088;-0,13
0,096;-0,13
0,104;-0,13
0,112;-0,13
0,12;-0,13
0,128;-0,13
0,136;-0,13
0,144;-0,13
0,152;-0,13
0,16;-0,13
0,168;-0,13
0,176;-0,13
0,184;-0,13
0,192;-0,13
0,2;-0,13
0,208;-0,13
0,216;-0,13
0,224;-0,13
0,232;-0,13
0,24;-0,13
0,248;-0,13
0,256;-0,13
0,264;-0,13
0,272;-0,13
0,28;-0,13
0,288;-0,13
0,296;-0,13
0,304;-0,13
0,312;-0,13
0,32;-0,13
0,328;-0,13
0,336;-0,13
0,344;-0,13
0,352;-0,13
0,36;-0,13
0,368;-0,13
0,376;-0,13
0,384;-0,13
0,392;-0,13
0,4;-0,13
0,408;-0,13
0,416;-0,13
0,424;-0,13
0,432;-0,13
0,44;-0,13
0,448;-0,13
0,456;-0,13
0,464;-0,13
0,472;-0,13
0,48;-0,13
0,488;-0,13
0,496;-0,13
0,504;-0,13
0,512;-0,13
0,52;-0,13
0,528;-0,13
0,536;-0,13
0,544;-0,13
0,552;-0,13
0,56;-0,13
0,568;-0,13
0,576;-0,13
0,584;-0,13
0,592;-0,13
0,6;-0,13
0,608;-0,13
0,616;-0,13
0,624;-0,13
0,632;-0,13
0,64;-0,13
0,648;-0,13
0,656;-0,13
0,664;-0,13
0,672;-0,13
0,68;-0,13
0,688;-0,13
0,696;-0,13
0,704;-0,13
0,712;-0,13
0,72;-0,13
0,728;-0,13
0,736;-0,13
0,744;-0,13
0,752;-0,13
0,76;-0,13
0,768;-0,13
0,776;-0,13
0,784;-0,13
0,792;-0,13
0,8;-0,13
0,808;-0,13
0,816;-0,13
0,824;-0,13
0,832;-0,13
0,84;-0,13
0,848;-0,13
0,856;-0,13
0,864;-0,13
0,872;-0,13
0,88;-0,13
0,888;-0,13
0,896;-0,13
0,904;-0,13
0,912;-0,13
0,92;-0,13
0,928;-0,13
0,936;-0,13
0,944;-0,13
0,952;-0,13
0,96;-0,13
0,968;-0,13
0,976;-0,13
0,984;-0,13
0,992;-0,13
1;-0,13
1,008;-0,13
1,016;-0,13
1,024;-0,13
1,032;-0,13
1,04;-0,13
1,048;-0,13
1,056;-0,13
1,064;-0,13
1,072;-0,13
1,08;-0,13
1,088;-0,13
1,096;-0,13
1,104;-0,13
1,112;-0,13
1,12;-0,13
1,128;-0,13
1,136;-0,13
1,144;-0,13
1,152;-0,13
1,16;-0,13
1,168;-0,13
1,176;-0,13
1,184;-0,13
1,192;-0,13
1,2;-0,13
1,208;-0,13
1,216;-0,13
1,224;-0,13
1,232;-0,13
1,24;-0,13
1,248;-0,13
1,256;-0,13
1,264;-0,13
1,272;-0,13
1,28;-0,13
1,288;-0,13
1,296;-0,13
1,304;-0,13
1,312;-0,13
1,32;-0,13
1,328;-0,13
1,336;-0,13
1,344;-0,13
1,352;-0,13
1,36;-0,13
1,368;-0,13
1,376;-0,13
1,384;-0,13
1,392;-0,13
1,4;-0,13
1,408;-0,13
1,416;-0,13
1,424;-0,13
1,432;-0,13
1,44;-0,13
1,448;-0,13
1,456;-0,13
1,464;-0,13
1,472;-0,13
1,48;-0,13
1,488;-0,13
1,496;-0,13
1,504;-0,13
1,512;-0,13
1,52;-0,13
1,528;-0,13
1,536;-0,13
1,544;-0,13
1,552;-0,13
1,56;-0,13
1,568;-0,13
1,576;-0,13
1,584;-0,13
1,592;-0,13
1,6;-0,13
1,608;-0,13
1,616;-0,13
1,624;-0,13
1,632;-0,13
1,64;-0,13
1,648;-0,13
1,656;-0,13
1,664;-0,13
1,672;-0,13
1,68;-0,13
1,688;-0,13
1,696;-0,13
1,704;-0,13
1,712;-0,13
1,72;-0,13
1,728;-0,13
1,736;-0,13
1,744;-0,13
1,752;-0,13
1,76;-0,13
1,768;-0,13
1,776;-0,13
1,784;-0,13
1,792;-0,13
1,8;-0,13
1,808;-0,13
1,816;-0,13
1,824;-0,13
1,832;-0,13
1,84;-0,13
1,848;-0,13
1,856;-0,13
1,864;-0,13
1,872;-0,13
1,88;-0,13
1,888;-0,13
1,896;-0,13
1,904;-0,13
1,912;-0,13
1,92;-0,13
1,928;-0,13
1,936;-0,13
1,944;-0,13
1,952;-0,13
1,96;-0,13
1,968;-0,13
1,976;-0,13
1,984;-0,13
1,992;-0,13
2;-0,13
2,008;-0,13
2,016;-0,13
2,024;-0,13
2,032;-0,13
2,04;-0,13
2,048;-0,13
2,056;-0,13
2,064;-0,13
2,072;-0,13
2,08;-0,13
2,088;-0,13
2,096;-0,13
2,104;-0,13
2,112;-0,13
2,12;-0,13
2,128;-0,13
2,136;-0,13
2,144;-0,13
2,152;-0,13
2,16;-0,13
2,168;-0,13
2,176;-0,13
2,184;-0,13
2,192;-0,13
2,2;-0,13
2,208;-0,13
2,216;-0,13
2,224;-0,13
2,232;-0,13
2,24;-0,13
2,248;-0,13
2,256;-0,13
2,264;-0,13
2,272;-0,13
2,28;-0,13
2,288;-0,13
2,296;-0,13
2,304;-0,13
2,312;-0,13
2,32;-0,13
2,328;-0,13
2,336;-0,13
2,344;-0,13
2,352;-0,13
2,36;-0,13
2,368;-0,13
2,376;-0,13
2,384;-0,13
2,392;-0,13
2,4;-0,13
2,408;-0,13
2,416;-0,13
2,424;-0,13
2,432;-0,13
2,44;-0,13
2,448;-0,13
2,456;-0,13
2,464;-0,13
2,472;-0,13
2,48;-0,13
2,488;-0,13
2,496;-0,13
2,504;-0,13
2,512;-0,13
2,52;-0,13
2,528;-0,13
2,536;-0,13
2,544;-0,13
2,552;-0,13
2,56;-0,13
2,568;-0,13
2,576;-0,13
2,584;-0,13
2,592;-0,13
2,6;-0,13
2,608;-0,13
2,616;-0,13
2,624;-0,13
2,632;-0,13
2,64;-0,13
2,648;-0,13
2,656;-0,13
2,664;-0,13
2,672;-0,13
2,68;-0,13
2,688;-0,13
2,696;-0,13
2,704;-0,13
2,712;-0,13
2,72;-0,13
2,728;-0,13
2,736;-0,13
2,744;-0,13
2,752;-0,13
2,76;-0,13
2,768;-0,13
2,776;-0,13
2,784;-0,13
2,792;-0,13
2,8;-0,13
2,808;-0,13
2,816;-0,13
2,824;-0,13
2,832;-0,13
2,84;-0,13
2,848;-0,13
2,856;-0,13
2,864;-0,13
2,872;-0,13
2,88;-0,13
2,888;-0,13
2,896;-0,13
2,904;-0,13
2,912;-0,13
2,92;-0,13
2,928;-0,13
2,936;-0,13
2,944;-0,13
2,952;-0,13
2,96;-0,13
2,968;-0,13
2,976;-0,13
2,984;-0,13
2,992;-0,13
3;-0,13
3,008;-0,13
3,016;-0,13
3,024;-0,13
3,032;-0,13
3,04;-0,13
3,048;-0,13
3,056;-0,13
3,064;-0,13
3,072;-0,13
3,08;-0,13
3,088;-0,13
3,096;-0,13
3,104;-0,13
3,112;-0,13
3,12;-0,13
3,128;-0,13
3,136;-0,13
3,144;-0,13
3,152;-0,13
3,16;-0,13
3,168;-0,13
3,176;-0,13
3,184;-0,13
3,192;-0,13
3,2;-0,13
3,208;-0,13
3,216;-0,13
3,224;-0,13
3,232;-0,13
3,24;-0,13
3,248;-0,13
3,256;-0,13
3,264;-0,13
3,272;-0,13
3,28;-0,13
3,288;-0,13
3,296;-0,13
3,304;-0,13
3,312;-0,13
3,32;-0,13
3,328;-0,13
3,336;-0,13
3,344;-0,13
3,352;-0,13
3,36;-0,13
3,368;-0,13
3,376;-0,13
3,384;-0,13
3,392;-0,13
3,4;-0,13
3,408;-0,13
3,416;-0,13
3,424;-0,13
3,432;-0,13
3,44;-0,13
3,448;-0,13
3,456;-0,13
3,464;-0,13
3,472;-0,13
3,48;-0,13
3,488;-0,13
3,496;-0,13
3,504;-0,13
3,512;-0,13
3,52;-0,13
3,528;-0,13
3,536;-0,13
3,544;-0,13
3,552;-0,13
3,56;-0,13
3,568;-0,13
3,576;-0,13
3,584;-0,13
3,592;-0,13
3,6;-0,13
3,608;-0,13
3,616;-0,13
3,624;-0,13
3,632;-0,13
3,64;-0,13
3,648;-0,13
3,656;-0,13
3,664;-0,13
3,672;-0,13
3,68;-0,13
3,688;-0,13
3,696;-0,13
3,704;-0,13
3,712;-0,13
3,72;-0,13
3,728;-0,13
3,736;-0,13
3,744;-0,13
3,752;-0,13
3,76;-0,13
3,768;-0,13
3,776;-0,13
3,784;-0,13
3,792;-0,13
3,8;-0,13
3,808;-0,13
3,816;-0,13
3,824;-0,13
3,832;-0,13
3,84;-0,13
3,848;-0,13
3,856;-0,13
3,864;-0,13
3,872;-0,13
3,88;-0,13
3,888;-0,13
3,896;-0,13
3,904;-0,13
3,912;-0,13
3,92;-0,13
3,928;-0,13
3,936;-0,13
3,944;-0,13
3,952;-0,13
3,96;-0,13
3,968;-0,13
3,976;-0,13
3,984;-0,13
3,992;-0,13
4;-0,13
4,008;-0,13